input_text,reply_text
turn on the dim light,"done, dim light is now on."
disable the refrigerator,turning off the refrigerator.
start the aquarium filter,sure! activating the aquarium filter.
turn on the phone charger,okay turning on the phone charger.
switch on the light,sure! activating the light.
activate the curtain,sure! activating the curtain.
stop the door sensor,"done, door sensor is off."
activate the door sensor,okay turning on the door sensor.
switch on the light,sure! activating the light.
start the hydroponic farm motor,"done, hydroponic farm motor is now on."
switch on the curtain,sure! activating the curtain.
switch on the hydroponic farm motor,sure! activating the hydroponic farm motor.
stop the cctv camera,turning off the cctv camera.
deactivate the light,"done, light is off."
power on the door sensor,sure! activating the door sensor.
disable the dim light,"done, dim light is off."
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
switch off the refrigerator,"okay, deactivating the refrigerator."
turn on the refrigerator,okay turning on the refrigerator.
deactivate the phone charger,turning off the phone charger.
stop the curtain,"done, curtain is off."
power down the phone charger,turning off the phone charger.
disable the curtain,"okay, deactivating the curtain."
enable the phone charger,sure! activating the phone charger.
turn off the light,turning off the light.
disable the hydroponic farm motor,turning off the hydroponic farm motor.
stop the fan,turning off the fan.
turn off the refrigerator,"okay, deactivating the refrigerator."
turn off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
start the door sensor,"done, door sensor is now on."
power on the cctv camera,"done, cctv camera is now on."
activate the phone charger,"done, phone charger is now on."
activate the refrigerator,"done, refrigerator is now on."
enable the door sensor,"done, door sensor is now on."
switch off the cctv camera,turning off the cctv camera.
start the cctv camera,okay turning on the cctv camera.
turn off the aquarium filter,"done, aquarium filter is off."
power down the cctv camera,"done, cctv camera is off."
start the cctv camera,"done, cctv camera is now on."
disable the hydroponic farm motor,"done, hydroponic farm motor is off."
power on the cctv camera,okay turning on the cctv camera.
start the phone charger,"done, phone charger is now on."
deactivate the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
turn off the curtain,"done, curtain is off."
activate the cctv camera,"done, cctv camera is now on."
turn on the light,"done, light is now on."
power down the refrigerator,turning off the refrigerator.
activate the aquarium filter,sure! activating the aquarium filter.
power down the cctv camera,turning off the cctv camera.
activate the refrigerator,"done, refrigerator is now on."
switch on the curtain,okay turning on the curtain.
power down the aquarium filter,turning off the aquarium filter.
stop the fan,"done, fan is off."
power on the phone charger,sure! activating the phone charger.
stop the hydroponic farm motor,"done, hydroponic farm motor is off."
turn off the aquarium filter,turning off the aquarium filter.
turn on the light,"done, light is now on."
activate the light,sure! activating the light.
power down the aquarium filter,turning off the aquarium filter.
switch off the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
power on the fan,sure! activating the fan.
disable the hydroponic farm motor,turning off the hydroponic farm motor.
power on the curtain,"done, curtain is now on."
activate the cctv camera,sure! activating the cctv camera.
enable the aquarium filter,okay turning on the aquarium filter.
enable the phone charger,"done, phone charger is now on."
deactivate the cctv camera,"okay, deactivating the cctv camera."
stop the curtain,"done, curtain is off."
switch on the hydroponic farm motor,okay turning on the hydroponic farm motor.
enable the cctv camera,sure! activating the cctv camera.
power down the hydroponic farm motor,"done, hydroponic farm motor is off."
power on the light,"done, light is now on."
turn off the light,"okay, deactivating the light."
turn on the hydroponic farm motor,sure! activating the hydroponic farm motor.
deactivate the phone charger,"done, phone charger is off."
start the door sensor,sure! activating the door sensor.
stop the cctv camera,"okay, deactivating the cctv camera."
turn off the cctv camera,"done, cctv camera is off."
disable the phone charger,"okay, deactivating the phone charger."
switch off the fan,"done, fan is off."
enable the cctv camera,"done, cctv camera is now on."
turn off the aquarium filter,turning off the aquarium filter.
activate the refrigerator,okay turning on the refrigerator.
deactivate the aquarium filter,"done, aquarium filter is off."
turn on the aquarium filter,okay turning on the aquarium filter.
activate the dim light,"done, dim light is now on."
activate the door sensor,okay turning on the door sensor.
start the cctv camera,"done, cctv camera is now on."
activate the hydroponic farm motor,sure! activating the hydroponic farm motor.
power on the hydroponic farm motor,sure! activating the hydroponic farm motor.
power on the light,sure! activating the light.
enable the fan,"done, fan is now on."
enable the light,sure! activating the light.
turn on the cctv camera,sure! activating the cctv camera.
stop the hydroponic farm motor,turning off the hydroponic farm motor.
power down the phone charger,turning off the phone charger.
switch off the curtain,"done, curtain is off."
switch on the refrigerator,sure! activating the refrigerator.
enable the door sensor,"done, door sensor is now on."
switch off the hydroponic farm motor,turning off the hydroponic farm motor.
stop the cctv camera,"okay, deactivating the cctv camera."
deactivate the phone charger,turning off the phone charger.
turn on the phone charger,okay turning on the phone charger.
deactivate the fan,turning off the fan.
power on the light,okay turning on the light.
start the dim light,"done, dim light is now on."
switch on the curtain,okay turning on the curtain.
turn on the dim light,okay turning on the dim light.
turn on the phone charger,okay turning on the phone charger.
switch off the dim light,"okay, deactivating the dim light."
disable the hydroponic farm motor,"okay, deactivating the hydroponic farm motor."
activate the hydroponic farm motor,sure! activating the hydroponic farm motor.
stop the door sensor,turning off the door sensor.
start the fan,"done, fan is now on."
switch off the door sensor,"done, door sensor is off."
turn on the light,okay turning on the light.
stop the aquarium filter,turning off the aquarium filter.
enable the curtain,sure! activating the curtain.
turn on the curtain,okay turning on the curtain.
turn on the dim light,sure! activating the dim light.
turn on the hydroponic farm motor,okay turning on the hydroponic farm motor.
